P,Type,Title,Assignee,Status,7D views,ID,Last Modified,,,
P2,Bug,Pixel 6 heating up during normal use (required,,Infeasible,0,423607188,"Aug 22, 2025 01:15AM",,,
P2,Bug,I getting random dead pixels,,Infeasible,0,423643859,"Aug 22, 2025 01:15AM",,,
P2,Bug,[Pixel Weather] No animation for every tiles,,Infeasible,0,424981675,"Oct 4, 2025 12:08AM",,,
P2,Bug,"Pixel 7 - android 16 beta , Sim Network Problem - Location Bangladesh",,Infeasible,0,425010975,"Sep 30, 2025 05:07PM",,,
P2,Bug,"Screenshots are a hit or miss when cropping directly from the screenshot ui. The top crop bar disappears. In this recording it took a while to show but the last screenshot showed it. Sometimes the bar is visible again as in this case, other instances it never returns. This occured in the pixel 8",,Infeasible,0,425046788,"Aug 22, 2025 01:11AM",,,
P2,Bug,"Pixel 6 Pro Freezes on Lock Screen Password Entry, Resumes After Reboot",,Infeasible,0,426189621,"Aug 22, 2025 01:09AM",,,
P2,Bug,Pixel 6a battery drain issue,,Infeasible,0,426851520,"Jul 14, 2025 09:08PM",,,
P2,Bug,I want to enroll android 16 beta version From my pixel 6 pro but I don't get that option when I go to the website,,Infeasible,0,428670263,"Aug 22, 2025 01:04AM",,,
P2,Bug,Pixel 6A carga lento,,Infeasible,0,429259454,"Aug 22, 2025 01:03AM",,,
P2,Bug,My Pixel 6a is Discharged so fast & Heating when I use my phone... The battery of my Pixel 6a is not working properly these days after the android beta update last month June 2025...,,Infeasible,0,429335489,"Aug 22, 2025 01:03AM",,,
P2,Bug,Operating system crashed Completely Android canary Pixel 7A,,Infeasible,0,431571830,"Aug 22, 2025 12:58AM",,,
P2,Bug,Pixel 9 Pro Fold randomly reboots,,Infeasible,0,432109078,"Aug 5, 2025 06:46PM",,,
P2,Bug,On my pixel 8. Don't understand. Setting up esim with Xfinity is not a problem but when I go beta mode it crashes carrier,,Infeasible,0,433354288,"Aug 22, 2025 12:54AM",,,
P2,Bug,And here's a bug report from my pixel 8,,Infeasible,0,433354987,"Aug 22, 2025 12:54AM",,,
P2,Bug,My pixel watch keeps saying no unsupported Esim what could be the problem I can't add esim in Kenya,,Infeasible,0,436886724,"Aug 7, 2025 10:35PM",,,
P2,Bug,"[Android 16 Beta] Play Integrity device/strong verdict fails on CTS-unapproved beta builds ? blocks sign-in on stock, locked Pixels",,Infeasible,0,438514995,"Aug 29, 2025 12:08AM",,,
P2,Bug,Pixel keeps trying to connect to Bluetooth devices,,Infeasible,0,439387697,"Dec 9, 2025 12:08AM",,,
P2,Bug,Bluetooth not working QPR2 Beta 1 on Pixel 8 Pro,,Infeasible,0,440233325,"Oct 13, 2025 06:30PM",,,
P2,Bug,Pixel 9 pro xl : the phone keeps restarting forever. My account is supervised account under family link.,,Infeasible,0,440759521,"Sep 16, 2025 06:08AM",,,
P2,Bug,[Pixel Launcher] App drawer background glitching,,Infeasible,0,441225126,"Sep 11, 2025 12:08AM",,,
P2,Bug,Cannot do screen mirroring from my pixel 7 to my smart TV anymore since beta 16,,Infeasible,0,442960282,"Sep 18, 2025 06:08PM",,,
P2,Bug,Pixel Watch 3 cannot link to P9PXL on latest beta.,,Infeasible,0,444510664,"Dec 11, 2025 06:19PM",,,
P2,Bug,Pixel 6 Pro Flashed while updateing apps. went to black screen that says google.,,Infeasible,0,446365545,"Nov 14, 2025 08:02PM",,,
P2,Bug,When put in power saving mode and when I place a call on WhatsApp something purple type is flickering under the punch hole of front camera pixel 8a,,Infeasible,0,446780819,"Oct 11, 2025 12:08AM",,,
P2,Bug,"Battery claim issue for my Pixel 6a. Pixel is in the claim process, but no email notification has arrived",,Infeasible,0,446801115,"Oct 10, 2025 09:20PM",,,
P2,Bug,Critical Network Connectivity Issue on Google Pixel 6 Pro After Software Update,,Infeasible,0,447044831,"Oct 11, 2025 12:08AM",,,
P2,Bug,Galaxy watch ultra not showing caller id from pixel 10 pro xl,,Infeasible,0,447257032,"Oct 11, 2025 12:08AM",,,
P2,Bug,pixel launcher : when apply dark wallpaper upper are not dark,,Infeasible,0,447563719,"Nov 11, 2025 10:17AM",,,
P2,Bug,pixel 6 right area green tint dark mode,,Infeasible,0,447564164,"Nov 11, 2025 10:17AM",,,
P2,Bug,Pixel Buds Pro 2 uses HSP/HFP instead of A2DP2 until phone is rebooted,,Infeasible,0,448313000,"Nov 6, 2025 11:22PM",,,
P2,Bug,"When I am on a video call, the camera cutout on my Pixel gets bigger (enlarges). After hanging up the video call, the cutout does not return to its normal size. It stays enlarged until I restart the phone.",,Infeasible,0,449379446,"Oct 23, 2025 12:08AM",,,
P2,Bug,New Pixel 10 Ringtones disappear in new beta,,Infeasible,0,453143138,"Nov 4, 2025 06:08PM",,,
P2,Bug,Pixel phone software flaw,,Infeasible,0,470217991,"Jan 3, 2026 12:08AM",,,
P2,Bug,Pixel Launcher Froze and Restarted,,Infeasible,10,475927416,"Jan 19, 2026 09:10PM",,,
P2,Bug,Google feed from pixel launcher does not swipe back to home pages,,Duplicate,0,381482252,"Nov 29, 2024 04:35PM",,,
P2,Bug,Random restarts/crashes on Pixel 9 Pro Fold,,Duplicate,0,397003484,"Feb 17, 2025 12:35AM",,,
P2,Bug,Random restart whilst listening to YouTube on Pixel Buds Pro 2,,Duplicate,0,397023318,"Feb 17, 2025 12:35AM",,,
P2,Bug,Pixel 8 not recognizing SIM card,,Duplicate,0,403817770,"Mar 19, 2025 12:00PM",,,
P2,Bug,[Find My Device] Pixel 9 Pro XL Default Android Icon,,Duplicate,0,403818222,"Mar 19, 2025 11:59AM",,,
P2,Bug,"Hello team google, there is showing no battery health on my pixel 6. Please fix this if it's possible.",,Duplicate,0,403820660,"Mar 16, 2025 04:35PM",,,
P2,Bug,"When opening folder from Pixel Launcher home screen, the folder background color changes to a slightly lighter color.",,Duplicate,0,403867637,"Mar 16, 2025 04:35PM",,,
P2,Bug,I can't see the battery health on my pixel 6a device.,,Duplicate,0,403886692,"Mar 16, 2025 04:35PM",,,
P2,Bug,The Wallpaper settings interface crashes when I set another launcher app except Pixel launcher as default.,,Duplicate,0,419264015,"May 22, 2025 08:49PM",,,
P2,Bug,Pixel Wallpaper App crashes and lags out,,Duplicate,0,419521347,"May 23, 2025 12:35AM",,,
P2,Bug,"[Google] On my Pixel 8, the keyboard doesn't open when trying to edit a search after selecting text using the tool that appears following a long press on the bottom bar. This issue makes it impossible to modify the search query.",,Duplicate,0,420087572,"Jun 2, 2025 04:35PM",,,
P2,Bug,Battery health bot showing on pixel 6a,,Duplicate,0,420225157,"May 26, 2025 12:35AM",,,
P2,Bug,"VoLTE, 5G, Vo5G and WiFi calling disappeared from Google Pixel in South Africa.",,Duplicate,0,421260607,"May 30, 2025 09:24PM",,,
P2,Bug,Google search widget in pixel launcher cannot bring up keyboard,,Duplicate,0,421596550,"Jun 2, 2025 04:35PM",,,
P2,Bug,"[Pixel Weather] Weather widget sometimes stuck at ""Loading...""",,Duplicate,0,423062840,"Jun 12, 2025 12:35AM",,,
P2,Bug,Pixel 9 Pro Fold display switching,,Duplicate,0,423265250,"Jun 9, 2025 12:35AM",,,
P2,Bug,Black screen on front and inside screen Pixel 9 Pro Fold,,Duplicate,0,423278017,"Jun 9, 2025 12:35AM",,,
P2,Bug,"battery health tips border size is wrong, pixel 8",,Duplicate,0,424163610,"Jun 12, 2025 12:35AM",,,
P2,Bug,Battery Health Unsupported for Pixel 8a,,Duplicate,0,424436221,"Jun 13, 2025 12:36AM",,,
P2,Bug,Pixel 6a not charging since android 16 qpr2 beta update,,Duplicate,0,424451590,"Jul 28, 2025 07:26PM",,,
P2,Bug,[Pixel Weather] Weather Widget shows no data,,Duplicate,0,424771831,"Jun 13, 2025 09:24PM",,,
P2,Bug,"Pixel 9PXL - Battery health shows unsupported, should show current battery health status instead.",,Duplicate,0,425233379,"Jun 16, 2025 04:35PM",,,
P2,Bug,[Pixel Weather] The app has no widgets. Rather the pixel weather widgets are now in the Google app.,,Duplicate,0,425272945,"Jun 16, 2025 04:35PM",,,
P2,Bug,Pixel 6aBattery drainage after latest 16 beta 4,,Duplicate,0,426840421,"Jul 28, 2025 07:25PM",,,
P2,Bug,Android 16 Beta (Pixel 7): 80% charging limit not working,,Duplicate,0,428880877,"Jul 1, 2025 08:35PM",,,
P2,Bug,"Battery health ""Unsupported"" on Pixel 9 Pro Fold",,Duplicate,0,429183355,"Jul 3, 2025 03:24AM",,,
P2,Bug,Gemini opens as invisible layer when triggered from lock screen on Pixel 9 Pro XL (Android 16 Beta),,Duplicate,0,429404092,"Jul 13, 2025 12:34PM",,,
P2,Bug,Android 16 Beta on Google Pixel 7 - Network and Call Issues with Physical SIM,,Duplicate,0,430494768,"Jul 16, 2025 09:47AM",,,
P2,Bug,Constant crashing when connected to wifi. Pixel 9 Pro Fold would randomly disconnect from WiFi and when it reconnects the phone would crash and automatically reboot itself,,Duplicate,0,433889117,"Jul 25, 2025 12:35AM",,,
P2,Bug,Pixel fold audio output issues,,Duplicate,0,437195355,"Aug 9, 2025 12:35AM",,,
P2,Bug,Pixel 9 suddenly failing Play integrity checks (OEM locked/unrooted),,Duplicate,0,447919893,"Sep 29, 2025 04:35PM",,,
P2,Bug,Pixel 6 in android beta IMEI null + sim not working,,Duplicate,0,462091333,"Nov 20, 2025 12:35AM",,,
P2,Bug,"Hello Google Pixel Support, I am using a Google Pixel 6a on Android 16 Beta. The app RcRealKKSwipe24 is not downloading on my phone. I have shared a screenshot, and it seems to be an update or compatibility issue. Please advise. Thank you, Usman Haider",,Duplicate,0,470047390,"Dec 19, 2025 04:35AM",,,
P2,Bug,Pixel 7a does not show LCI location information,,Fixed,0,383528570,"Jun 13, 2025 10:39PM",,,
P2,Bug,Pixel watch 1 and nfc payments,,Fixed,0,383939066,"Dec 17, 2024 06:21PM",,,
P2,Bug,[Google Pixel Watch] Watch Transfer does not work when trying to pair to the same phone after factory reset / Google Play Service data erasing without factory resetting the Watches.,,Fixed,0,384635475,"Jan 15, 2025 11:51PM",,,
P2,Bug,Pixel bud are showing as an unknown tracker,,Fixed,0,397307300,"Feb 20, 2025 01:22PM",,,
P2,Bug,"[Pixel Weather] Not loading data (infinite ""Loading data"" text)",,Fixed,0,404020395,"Jan 9, 2026 08:31PM",,,
P2,Bug,[Pixel Weather] Text illegible when changing contrast,,Fixed,0,405203975,"Aug 8, 2025 06:25PM",,,
P2,Bug,[Camera] Video zoom in zoom out laggy in pixel 7 pro especially in 5x sometime the recording error and stop record,,Fixed,0,406910665,"Apr 1, 2025 11:11PM",,,
P3,Bug,Android 15/16 Beta - 2 apps (with PiP capabilities) in split view result in Pixel Launcher crashes when switching to a different app,,Fixed,0,407791457,"Apr 20, 2025 10:04PM",,,
P2,Bug,Battery Icon showing a question mark on open Pixel Fold screen,,Fixed,0,410740798,"Oct 26, 2025 10:57AM",,,
P2,Bug,[Pixel Weather] Some texts unreadable on bright backgrounds,,Fixed,2,420978237,"Oct 13, 2025 09:21PM",,,
P2,Bug,[Pixel VIPs] Dragging the widget causes UI bugs,,Fixed,1,424369564,"Oct 28, 2025 04:46PM",,,
P2,Bug,Camera doesn't start on Pixel 9 pro xl,,Fixed,0,433876968,"Sep 3, 2025 08:16PM",,,
P2,Bug,Rebooting pixel 7 phone,,Assigned,0,380602930,"Apr 20, 2025 06:54PM",,,
P2,Bug,Volume control only adjusted right Pixel Bud Pro,,Assigned,0,381441674,"Jan 19, 2026 10:09PM",,,
P2,Bug,[Google One] Cannot activate Gemini Advanced AI 12 months free trial per https://support.google.com/pixelphone/answer/13529884?hl=en#zippy=%2Cpixel-pro-pixel-pro-xl-pixel-pro-fold and the article never explained Beta would make us ineligible,,Assigned,0,383965464,"Feb 14, 2025 03:23PM",,,
P2,Bug,[Home] Notifications being cleared from the phone doesn't sync with the Pixel Watch 3.,,Assigned,0,385235441,"Apr 25, 2025 06:04PM",,,
P2,Bug,Circle misaligned on fold pixel 9 pro fold,,Assigned,0,389124737,"Apr 25, 2025 06:04PM",,,
P2,Bug,[Pixel Weather] Cannot see an option to change temperature units when I click on the profile icon on top-right corner,,Assigned,1,390808064,"Apr 25, 2025 06:04PM",,,
P2,Bug,One pixel gap at the bottom of the screen when switching apps via gesture,,Assigned,0,391729535,"Nov 6, 2025 11:05PM",,,
P2,Bug,"Pixel feels hotter on pixel 6a, The battery also feels like it's draining faster than usual.",,Assigned,0,392515144,"Jan 28, 2025 12:35AM",,,
P2,Bug,?Pixel 9 Pro xl screen issues when connected to car via wireless or wired,,Assigned,0,392712816,"Apr 20, 2025 06:51PM",,,
P2,Bug,[Pixel Weather] Widget shows temperature according to the network instead of GPS,,Assigned,2,393275138,"Jan 19, 2026 08:51PM",,,
P2,Bug,Pixel 8 Touch screen not working / black screen when booting in SAFE MODE for android qpr2.1 -> 3x,,Assigned,4,394100141,"Apr 20, 2025 06:51PM",,,
P2,Bug,VoWiFi on Digi Portugal not supported by Pixel,,Assigned,2,395798194,"Sep 9, 2025 12:22AM",,,
P2,Bug,Pixel buds get disconnected from other device when screen is turned on,,Assigned,0,396006083,"Sep 16, 2025 09:12PM",,,
P2,Bug,Android 16 B1 and B2 pixel buds pro to cannot complete earbud seal check,,Assigned,0,396541022,"Feb 17, 2025 07:54AM",,,
P2,Bug,Pixel launcher is not responding and phone switching off,,Assigned,0,397566575,"Sep 15, 2025 12:10PM",,,
P2,Bug,Phone won't unlock if finger touch unlock happens at the same time as the pixel watch 3 unlocks it,,Assigned,0,397776725,"Feb 26, 2025 07:39PM",,,
P2,Bug,[Pixel Launcher] Can't open apps in the bottom bar during swiping animation,,Assigned,0,399845007,"Jan 19, 2026 10:06PM",,,
P2,Bug,In any case of normal using my pixel get restartes and this a bug plz fix it,,Assigned,0,400590422,"Mar 5, 2025 12:35AM",,,
P2,Bug,"After android 16 beta, pixel 8 is charging very slowly, and the charging indicator on lock screen is not working properly",,Assigned,0,403808285,"Mar 19, 2025 12:35AM",,,
P2,Bug,[Pixel Weather] Wrong location when opening Pixel weather from At a Glance widget.,,Assigned,0,403843304,"May 19, 2025 11:51AM",,,
P2,Bug,Pixel 6 Overheating During Normal Use on Android 16 Beta 3,,Assigned,0,404180393,"Jan 19, 2026 10:04PM",,,
P2,Bug,[Android Auto] Android auto wireless connection is not stable on Pixel 8 Pro,,Assigned,0,405005891,"Apr 7, 2025 11:39AM",,,
P2,Bug,Apps freeze when device is locked (Pixel 8 Pro),,Assigned,1,407577186,"Apr 29, 2025 10:44PM",,,
P2,Bug,Battery life on my pixel 6a has dropped extensively. Its screen time this time was less than 2 hours and with android 15 it was sooo better but now its like i cant even use my phone. Accu battery used to show 18% per hour reduction in android 15 and as soon as i entered the beta its like 30+% an hour and 15% for standby screen off. It used to be 3-4% for that. Also accu battery showing battery health decreasing like crazy ever since the update,,Assigned,0,407598689,"Apr 25, 2025 06:01PM",,,
P2,Bug,Pixel buds Pro 2 can't manage phone calls,,Assigned,0,408610635,"Dec 5, 2025 07:27PM",,,
P2,Bug,GPS is not working on my Pixel 7 Pro,,Assigned,1,409529660,"Apr 29, 2025 10:43PM",,,
P2,Bug,"Google Pixel Watch keeps rapidly connecting and disconnecting Bluetooth, interfering with Bluetooth headphones with stuttering audio.",,Assigned,0,410725923,"Apr 15, 2025 08:35PM",,,
P2,Bug,Keyboard Lagging on 120Hz Display Mode (Pixel 6 Pro - Android 16 Beta 4),,Assigned,0,411990674,"Apr 29, 2025 12:07AM",,,
P2,Bug,[Android 16 Beta 4] Adaptive Brightness failure leads to fingerprint unlock lag on Pixel 9 Pro,,Assigned,1,413411977,"Jan 14, 2026 05:09PM",,,
P2,Bug,[Pixel Weather] Wrong or missing information on Widget.,,Assigned,1,416831355,"Jan 16, 2026 10:49PM",,,
P2,Bug,[Pixel Weather] The pictures in the widget show suns at night (instead of moons),,Assigned,0,418049733,"Jan 19, 2026 10:08PM",,,
P2,Bug,Pixel 7 pro Switch Off during battery share,,Assigned,0,419520391,"May 24, 2025 04:35AM",,,
P2,Bug,"Pixel 9 Pro Fold : After update to BP31.250502.008.A1 stuck at G logo, Pixel Update and Software Repair shows ""Unsupported Device""",,Assigned,1,423542164,"Sep 28, 2025 12:56PM",,,
P2,Bug,Pixel Weather : Typo in meteo translation,,Assigned,0,424591451,"Sep 19, 2025 04:35AM",,,
P2,Bug,Can't setup Pixel watch,,Assigned,0,425045329,"Sep 16, 2025 12:35AM",,,
P2,Bug,Pixel 6a crashes for no reason,,Assigned,0,428882677,"Jan 19, 2026 09:59PM",,,
P2,Bug,Pixel 6 heating up,,Assigned,0,430330934,"Nov 6, 2025 11:01PM",,,
P2,Bug,[Pixel Launcher] Again Recent apps view not opening in Pixel Launcher,,Assigned,0,430425302,"Jan 19, 2026 09:59PM",,,
P2,Bug,After updating to Android 16. Beta 3 on my pixel 9 the option to set it as the default as digital assistant is missing. Only Google is available,,Assigned,1,433349877,"Jan 20, 2026 10:06PM",,,
P2,Bug,Casting from Pixel phone to Pixel tablet unreliable,,Assigned,0,435074230,"Aug 7, 2025 12:35AM",,,
P2,Bug,Android Auto Crashes Repeatedly During Driving on Pixel 7 Pro with VW Polo,,Assigned,0,436821984,"Aug 8, 2025 01:30AM",,,
P2,Bug,Pixel is very warm when mobile data is in use.,,Assigned,0,437062861,"Sep 23, 2025 05:03PM",,,
P2,Bug,Closing pixel 9 pro fold won't allow swipe up to unlock,,Assigned,0,439335355,"Sep 2, 2025 05:52PM",,,
P2,Bug,When open the Pixel 9 pro fold the inner screen can't turn on,,Assigned,0,440258740,"Sep 4, 2025 10:44PM",,,
P2,Bug,Pixel Launcher requires force restart to add widget from apps,,Assigned,0,440903936,"Sep 18, 2025 04:18PM",,,
P2,Bug,Pixel launcher crash quite often,,Assigned,0,440977407,"Sep 18, 2025 04:18PM",,,
P2,Bug,"I updated to the latest beta version today, and now my SIM is not recognized. It shows ""No Service"" at the top. I’ve tried restarting, reinserting the SIM, and resetting network settings, but nothing has helped. Please advise or fix in the next beta update. (Pixel 7 Pro)",,Assigned,0,443360961,"Jan 19, 2026 09:58PM",,,
P2,Bug,[Settings] Can't hear the ringtone in ringtones selection when using a pixel watch,,Assigned,0,443976248,"Sep 10, 2025 08:35PM",,,
P4,Bug,"Android AudioMixerAttributes supports only 48KHz, 96KHz, 192KHz, not 44.1KHz, 88.2KHz, 176.4KHz on Pixel",,Assigned,0,445485639,"Sep 30, 2025 08:38AM",,,
P2,Bug,"[Find Hub] Pixel Tablet, when OS Beta is flashed from Web Tool, does not show correct device icon in Find Hub",,Assigned,0,445819956,"Sep 18, 2025 08:35PM",,,
P2,Bug,Themed icon - pixel buds shortcut,,Assigned,1,446001676,"Jan 19, 2026 09:56PM",,,
P2,Bug,[WhatsApp] No notification alerts on phone or Pixel Watch 2,,Assigned,0,446478066,"Sep 30, 2025 05:57PM",,,
P2,Bug,Slow charging on pixel 8 pro on android 16QPR1 beta 2,,Assigned,0,447011193,"Sep 29, 2025 04:21PM",,,
P2,Bug,[Home] Notifications on all pixels are terrible in this app,,Assigned,0,447077303,"Nov 15, 2025 07:13AM",,,
P2,Bug,Extreme performance degradation on pixel tablet latest canary (zp11),,Assigned,0,447704249,"Oct 4, 2025 01:24AM",,,
P2,Bug,Wireless Charging Not Working - Pixel 10 Pro XL,,Assigned,24,448699372,"Jan 19, 2026 09:55PM",,,
P2,Bug,Pixel launcher is not working,,Assigned,0,449616261,"Oct 15, 2025 12:36AM",,,
P2,Bug,[Pixel IMS] Java crash in Pixel IMS,,Assigned,0,454584595,"Nov 27, 2025 04:41PM",,,
P2,Bug,VoNR (voice over 5G) not available on pixel 9a,,Assigned,0,456648903,"Nov 2, 2025 12:36AM",,,
P2,Bug,"pixel 6 hot, drain battery",,Assigned,0,458284124,"Nov 7, 2025 12:35AM",,,
P2,Bug,[Journal] Journal AI features not supported on my phone (Pixel 9 Pro XL),,Assigned,0,460599093,"Jan 19, 2026 09:55PM",,,
P2,Bug,"Spatial Audio with Head Tracking is Missing on Pixel Buds Pro 2 (Pixel 8a, Android 16 Beta)",,Assigned,0,462517267,"Nov 24, 2025 05:56PM",,,
P2,Bug,The Pixel 6a overheats quickly and suddenly shuts down or restarts,,Assigned,1,464453157,"Nov 28, 2025 04:35PM",,,
P2,Bug,"Hi, I'm facing an issue with the AI enhancements feature in Google Photos on my Pixel 8 Pro. It used to be there, but now I can't find it. Can you help me?",,Assigned,0,467611762,"Jan 19, 2026 09:54PM",,,
P2,Bug,[Google Pixel Watch] Cannot add new watch faces to Pixel Watch 4,,Assigned,0,470772258,"Dec 26, 2025 06:25PM",,,
P2,Bug,Cross Device Timer in pixel launcher doesn't work,,Assigned,0,471057489,"Dec 25, 2025 12:35AM",,,
P2,Bug,Experiencing severe abnormal battery drain on Pixel 7 Pro during idle/sleep periods,,Assigned,9,475671026,"Jan 14, 2026 08:35PM",,,
P2,Bug,Notification shows the wrong battery percentage for Pixel Buds Right bud,,Assigned,6,475696973,"Jan 14, 2026 08:35PM",,,
P2,Bug,I'm not sure if this is normal but my pixel 7a and my pixel 8 have the same beta software seems kind of weird cuz the up last update was saying it was for Pixel 6 pixel 7 but it doesn't even mention 8,,Assigned,3,475925055,"Jan 16, 2026 12:35AM",,,
P2,Bug,Slow charging on Pixel 7 since Android 16 Betas with fast charging capable chargers,,Assigned,13,475940145,"Jan 16, 2026 10:56PM",,,
P2,Bug,No stable OTA after exiting Android 16 QPRS beta ( Pixel 9 Pro XL),,Assigned,7,475968323,"Jan 19, 2026 07:09AM",,,
P2,Bug,"Pixel 6 on Android 16 reports hdrSdrRatio not_available in dumpsys display, causing Ultra HDR / HDR content to render as SDR / Grey",,Assigned,59,476635711,"Jan 20, 2026 04:47PM",,,
P2,Bug,Seems to only happen on Pixel but most apps will be full screen outside of touchable range like into the notification bar or into the bottom panel.,,Assigned,9,476779884,"Jan 20, 2026 12:35AM",,,
P2,Bug,Airplane Mode across connected watch to Pixel phone,,Assigned,6,476809948,"Jan 20, 2026 12:35AM",,,
P2,Bug,"My pixel seven keeps getting warm all the time, when it is used for even 30 minutes the phone gets heated up",,Assigned,3,476924747,"Jan 20, 2026 12:35AM",,,
P2,Bug,Google Workspace Malicious Actors Attacking Pixel 10,,Assigned,2,477050953,"Jan 21, 2026 04:35AM",,,
P2,Bug,Sound of the pixel device and I am 100% sure,,Obsolete,0,429302727,"Sep 18, 2025 06:03AM",,,
P2,Bug,"At a glance is just showing day and date, it's now working or functioning like before on my pixel 7a",,Duplicate,0,421626024,"Aug 13, 2025 10:09AM",,,
P2,Bug,Pixel Launcher,,Duplicate,0,423713690,"Jun 11, 2025 11:54AM",,,
P2,Bug,Pixel launcher crash when leaving Any app,,Duplicate,0,427050619,"Jul 4, 2025 12:45PM",,,
P2,Bug,Google pixel 6 pro in dark mode low Brightness in green screen tint on screen not showing perfectly black on videos and always display lock,,Duplicate,0,428965106,"Jul 15, 2025 10:31AM",,,
P2,Bug,Pixel Launcher is not responding,,Duplicate,0,429422893,"Jul 13, 2025 12:34PM",,,
P2,Bug,Play System Update July failed on pixel 6,,Duplicate,0,432591097,"Jul 18, 2025 09:23AM",,,
P2,Bug,My pixel 8 will not download my update!!!!!,,Duplicate,0,432895221,"Jul 19, 2025 05:23PM",,,
P2,Bug,IMEI showing as 000000000000000 after Android 16 Beta update – Pixel 6 Pro,,Duplicate,0,433516726,"Jul 22, 2025 11:23PM",,,
P2,Bug,[Pixel VIPs] Scrolling stutters in Pixel VIPs,,Fixed,1,424369982,"Oct 22, 2025 08:00PM",,,
P2,Bug,[Meet] Live video indicator cropped behind pin hole camera during tablet mode on Pixel 9 fold,,WAI,0,431421283,"Aug 14, 2025 07:52AM",,,
P1,Task,,,Fixed,0,403350096,"Aug 29, 2025 12:29AM",,,
,,"Tab strip header pixel polish, dropping separator spacing",,,,,,,,
P2,Feature Request,[Pixel Weather] Pixel weather doesn't use the distance and speed regional parameter,,Duplicate,0,388355689,"Jan 8, 2025 11:24AM",,,
P2,Bug,[Pixel Weather] Immersive Weather viberations not working,,WAI,0,380821312,"Jan 10, 2025 03:27PM",,,
P2,Bug,Touch sensitivity is terrible on Pixel Stand Gen 2,,Obsolete,0,385411142,"Jan 16, 2025 09:19AM",,,
P2,Bug,Low signal levels 5G - Pixel 6 - T-Mobile. QPR2 beta,,Obsolete,0,390256923,"Jan 21, 2025 08:05AM",,,
P2,Bug,[Govee Home] Screen size needs to fit the pixel tab screen Its loading up in a cell phone sized layout,,Obsolete,0,391862392,"Feb 11, 2025 10:04AM",,,
P2,Bug,"[Pixel Weather] The app will not populate the weather via current location, but manually searching the location works fine. Weather app settings does not open.",,Obsolete,0,404489240,"Mar 20, 2025 07:44AM",,,
P2,Bug,"[Calendar] When I add a calendar event marked as ""All day"", the Google Pixel stock launcher does not display it on the home screen. However, the Niagara launcher displays it correctly, showing both events with a specific time and ""All day"" events.",,Can't Repro,0,385912970,"Mar 9, 2025 04:20PM",,,
P2,Bug,Later notification. Notifications only appear when Pixel 8 Pro goes on,,Infeasible,0,380600504,"Aug 22, 2025 03:10PM",,,
P2,Bug,Repeatedly flashes up Pixel Launcher problem.,,Infeasible,0,381081171,"Aug 22, 2025 03:10PM",,,
P2,Bug,Pixel buds pro swipe functions not working,,Infeasible,0,382042695,"Feb 28, 2025 07:34AM",,,
P2,Bug,[brain.fm] This was doing this on my Pixel 7 pro but it is way more frequent with the pixel 9 Pro XL,,Infeasible,0,384742890,"Aug 22, 2025 03:08PM",,,
P2,Bug,"All mobile network settings, connectivity, e sims, EVERYTHING wiped and deleted from pixel and no mobile network",,Infeasible,0,384936689,"Jan 4, 2025 09:41AM",,,
P2,Bug,Every since the update my screen goes out Alot the inner screen on my pixel fold the original one it has screen issues with the latest update please fix I have to close it and reopen it for it to work,,Infeasible,0,385693312,"Aug 22, 2025 03:07PM",,,
P2,Bug,Jittery and laggy wallpaper emoji motion on pixel 7 when swiping to the left and right..,,Infeasible,0,394682793,"Aug 22, 2025 12:31PM",,,
P2,Bug,[Pixel Launcher] Swiping right from Google app to home page doesn't work.,,Infeasible,0,394900332,"Aug 22, 2025 12:30PM",,,
P2,Bug,Unresponive touch Device : Google Pixel 7 pro,,Infeasible,0,395129616,"Aug 22, 2025 12:30PM",,,
P2,Bug,Pixel 7 stopped detecting half my fast chargers,,Infeasible,0,399476424,"Mar 25, 2025 02:42PM",,,
P2,Bug,16 beta 2.1 on pixel 9 pro xl,,Infeasible,0,401063639,"Aug 22, 2025 12:21PM",,,
P2,Bug,[Work Chat] My pictures are not sending the other day. Pixel 9 Pro XL Android Baklava,,Infeasible,0,402780991,"Apr 10, 2025 06:57AM",,,
P2,Bug,After update password option missing in pixel 8,,Infeasible,0,405569204,"Aug 22, 2025 12:12PM",,,
P2,Bug,Pixel,,Infeasible,0,406256668,"Aug 22, 2025 12:11PM",,,
P2,Bug,Bettery Timing effect andrioid beta 16 Bettery Soo quickly drain after install Andrioid 16 beta 3.1 update please solved this problem my phone is Google pixel 7 pro and Charging Speed Soo Many Slow after update,,Infeasible,0,408413802,"Aug 22, 2025 06:36AM",,,
P2,Bug,Unable to connect to my Office network. Enable wifi CA certificate do not verify in pixel 8 pro,,Infeasible,0,409321823,"Aug 22, 2025 06:34AM",,,
P2,Bug,"[Camera] The problem with switching from 1x to 4x lens on the Pixel 6 Pro is that it is broken and not smooth, and when recording 4k 30 fps video from the main lens then zooming 4x or the periscope lens, it often freezes.",,Infeasible,0,409352219,"Aug 22, 2025 06:34AM",,,
P2,Bug,DND auto on my pixel 6a,,Infeasible,0,409515024,"Aug 22, 2025 06:34AM",,,
P2,Bug,"Pixel 6 keeps powering off by itself sometimes and gets really hot,,, happens randomly",,Infeasible,0,409598665,"Aug 22, 2025 06:34AM",,,
